key,title,authors,journal,year,abstract,doi,url,pmid,notes
40418571,Supervised Machine Learning Models for Predicting Sepsis-Associated Liver Injury in Patients With Sepsis: Development and Validation Study Based on a Multicenter Cohort Study.,Lei Jingchao; Zhai Jia; Zhang Yao; Qi Jing; Sun Chuanzheng,Journal of medical Internet research,2025,"Sepsis-associated liver injury (SALI) is a severe complication of sepsis that contributes to increased mortality and morbidity. Early identification of SALI can improve patient outcomes; however, sepsis heterogeneity makes timely diagnosis challenging. Traditional diagnostic tools are often limited, and machine learning techniques offer promising solutions for predicting adverse outcomes in patients with sepsis.",10.2196/66733,https://pubmed.ncbi.nlm.nih.gov/40418571/,40418571,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
41258421,Construction and validation of a risk prediction model for complications in patients with acute leukemia based on machine learning.,Xu Rong; Tian Hong; Zhao Sufang; Gu Shulan,Scientific reports,2025,"Early-phase severe complications remain a major cause of morbidity and mortality during induction chemotherapy for acute leukaemia. Existing risk scores capture only limited prognostic variance and are rarely well-calibrated for clinical decision support. To develop and externally validate a machine-learning model that accurately predicts severe complications after induction, and to assess its clinical utility across key patient sub-groups. We retrospectively assembled electronic-health-record data from three tertiary haematology centres (2013-2024). After exclusion of duplicates and predefined ineligible cases, 2 870 adults with newly diagnosed AML or ALL were analysed (derivation = 2 009; external validation = 861). Forty-two candidate predictors spanning demographics, comorbidity indice",10.1038/s41598-025-24478-7,https://pubmed.ncbi.nlm.nih.gov/41258421/,41258421,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
37208863,Implementation frameworks for end-to-end clinical AI: derivation of the SALIENT framework.,van der Vegt Anton H; Scott Ian A; Dermawan Krishna; Schnetler Rudolf J; Kalke Vikrant R; Lane Paul J,Journal of the American Medical Informatics Association : JAMIA,2023,To derive a comprehensive implementation framework for clinical AI models within hospitals informed by existing AI frameworks and integrated with reporting standards for clinical AI research.,10.1093/jamia/ocad088,https://pubmed.ncbi.nlm.nih.gov/37208863/,37208863,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=1 | dual_overlap=1
40830779,Development and validation of a decision tree model for prediction of insomnia risk among ischemic stroke convalescence patients.,Sun Xuefeng; Wang Zilin; Song Yuqing; Cong Deyu; Sun Shu; Zhang Xinye,BMC public health,2025,"Insomnia is a common complication in ischemic stroke convalescence (ISC) patients. While the interaction of clinical, psychological, and social factors remains unclear, developing a predictive model system is urgently needed. Currently, few studies have established insomnia risk prediction models.",10.1186/s12889-025-24025-z,https://pubmed.ncbi.nlm.nih.gov/40830779/,40830779,triPod_AI_era=2024-2025 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
40938905,Integration of wearable devices and artificial intelligence in Alzheimer's disease: A scoping review protocol.,Qi Wenhao; Shi Yankai; Shen Shiying; Wang Bingsheng; Zhang Shuai; Kang Junling,PloS one,2025,"The incidence of Alzheimer's disease (AD) continues to rise, and predictive models combining artificial intelligence (AI) with wearable devices offer a new approach for its detection and diagnosis. Existing reviews remain focused on traditional biomarkers, making it necessary to supplement the evidence in this field, particularly given the rapid advancements in wearable and AI technologies. The scoping review protocol aims to systematically evaluate AI-based predictive models using wearable devices for AD, with a focus on their measurement outcomes and model development processes. The review will follow the Arksey and O'Malley framework and incorporate PRISMA-ScR guidelines. This study will search multiple databases, including Web of Science, Cochrane Library, and PubMed, covering relevant",10.1371/journal.pone.0331129,https://pubmed.ncbi.nlm.nih.gov/40938905/,40938905,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=1 | dual_overlap=0
39888094,Development and Validation of a Prediction Model for Enteral Feeding Intolerance in Critical Ill Patients: A Retrospective Cohort Study.,Liu Lijie; Li Jin; Hu Liting; Cai Xiaowei; Li Xiaoyan; Bai Yang,Journal of clinical nursing,2025,To construct and validate a prediction model for enteral feeding intolerance in critically ill patients during the first 7 days of enteral feeding.,10.1111/jocn.17660,https://pubmed.ncbi.nlm.nih.gov/39888094/,39888094,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
36878154,Quality assessment of stroke radiomics studies: Promoting clinical application.,Sohn Beomseok; Won So Yeon,European journal of radiology,2023,"To evaluate the quality of radiomics studies on stroke using a radiomics quality score (RQS), Minimum Information for Medial AI reporting (MINIMAR) and Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis (TRIPOD) to promote clinical application.",10.1016/j.ejrad.2023.110752,https://pubmed.ncbi.nlm.nih.gov/36878154/,36878154,triPod_AI_era=pre-2024 | overall_calib=0 | subgroup_interval=1 | dual_overlap=0
41085202,Performance of diabetes risk prediction models: a systematic review and meta-analysis.,Li Meichen; Tan Aowei; Song Linjie; Qiu Xingying; Zhou Li; Wen Zehuai,Endocrine connections,2025,"Type 2 diabetes mellitus (T2DM) poses a significant global public health burden, where early detection of at-risk populations is imperative for implementing targeted preventive strategies. This systematic review and meta-analysis aimed to evaluate the methodological quality and predictive performance of existing T2DM risk prediction models in screening contexts.",10.1530/EC-25-0353,https://pubmed.ncbi.nlm.nih.gov/41085202/,41085202,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
40725875,Risk prediction models for heart failure after myocardial infarction: A systematic review.,Shang Hang; Wang Jiankang; Cong Yunmiao; Chen Hao; Cui Yingzi; Guo Jiajuan,Medicine,2025,"This study aimed to evaluate systematically the risk prediction model for heart failure after myocardial infarction, assess its prediction performance and effect, and provide a reference basis for clinical practice and scientific research.",10.1097/MD.0000000000043480,https://pubmed.ncbi.nlm.nih.gov/40725875/,40725875,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
34513751,Reporting and Performance of Hepatocellular Carcinoma Risk Prediction Models: Based on TRIPOD Statement and Meta-Analysis.,Yang Liuqing; Wang Qiang; Cui Tingting; Huang Jinxin; Jin Hui,Canadian journal of gastroenterology & hepatology,2021,The performance of risk prediction models for hepatocellular carcinoma (HCC) in patients with chronic hepatitis B (CHB) was uncertain. The aim of the study was to critically evaluate the reports of transparent and external validation performances of these prediction models based on system review and meta-analysis.,10.1155/2021/9996358,https://pubmed.ncbi.nlm.nih.gov/34513751/,34513751,triPod_AI_era=pre-2024 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
35326526,Machine Learning Applications for Differentiation of Glioma from Brain Metastasis-A Systematic Review.,Jekel Leon; Brim Waverly R; von Reppert Marc; Staib Lawrence; Cassinelli Petersen Gabriel; Merkaj Sara,Cancers,2022,"Glioma and brain metastasis can be difficult to distinguish on conventional magnetic resonance imaging (MRI) due to the similarity of imaging features in specific clinical circumstances. Multiple studies have investigated the use of machine learning (ML) models for non-invasive differentiation of glioma from brain metastasis. Many of the studies report promising classification results, however, to date, none have been implemented into clinical practice. After a screening of 12,470 studies, we included 29 eligible studies in our systematic review. From each study, we aggregated data on model design, development, and best classifiers, as well as quality of reporting according to the TRIPOD statement. In a subset of eligible studies, we conducted a meta-analysis of the reported AUC. It was fo",10.3390/cancers14061369,https://pubmed.ncbi.nlm.nih.gov/35326526/,35326526,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
35026997,Completeness of reporting of clinical prediction models developed using supervised machine learning: a systematic review.,Andaur Navarro Constanza L; Damen Johanna A A; Takada Toshihiko; Nijman Steven W J; Dhiman Paula; Ma Jie,BMC medical research methodology,2022,"While many studies have consistently found incomplete reporting of regression-based prediction model studies, evidence is lacking for machine learning-based prediction model studies. We aim to systematically review the adherence of Machine Learning (ML)-based prediction model studies to the Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis (TRIPOD) Statement.",10.1186/s12874-021-01469-6,https://pubmed.ncbi.nlm.nih.gov/35026997/,35026997,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
36749371,Quality of radiomics for predicting microvascular invasion in hepatocellular carcinoma: a systematic review.,Yuan Enyu; Chen Yuntian; Song Bin,European radiology,2023,"To comprehensively evaluate the reporting quality, risk of bias, and radiomics methodology quality of radiomics models for predicting microvascular invasion in hepatocellular carcinoma.",10.1007/s00330-023-09414-5,https://pubmed.ncbi.nlm.nih.gov/36749371/,36749371,triPod_AI_era=pre-2024 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
40891023,Development and Validation of a Machine Learning-Based Risk Prediction Model for Delirium in Older Inpatients: A Prospective Cohort Study.,Zhou Xu-Hua; Duan Di-Fei; Zhang Meng; Liu Shuang; Lv Jing; Wang Yi,Journal of advanced nursing,2026,To develop and validate a machine learning-based risk prediction model for delirium in older inpatients.,10.1111/jan.70154,https://pubmed.ncbi.nlm.nih.gov/40891023/,40891023,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=1 | dual_overlap=0
41858761,Development and internal-external validation of a risk prediction model for acute pain after HAIC for patients with liver cancer using logistic regression and XGBoost algorithm.,Cao Jiacheng; Gong Yina; Wang Fan; Zhang Jiayang; Chen Chunyan; Cao Jiawei,Asia-Pacific journal of oncology nursing,2026,To develop a clinical model for the early prediction of moderate-to-severe pain after Hepatic Artery Infusion Chemotherapy (HAIC) in liver cancer patients using XGBoost algorithm and then compare its prediction capacity with the logistic model.,10.1016/j.apjon.2026.100923,https://pubmed.ncbi.nlm.nih.gov/41858761/,41858761,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
39010044,Development and validation of a model to predict ceiling of care in COVID-19 hospitalized patients.,Pallarès N; Inouzhe H; Straw S; Safdar N; Fernández D; Cortés J,BMC palliative care,2024,"Therapeutic ceiling of care is the maximum level of care deemed appropiate to offer to a patient based on their clinical profile and therefore their potential to derive benefit, within the context of the availability of resources. To our knowledge, there are no models to predict ceiling of care decisions in COVID-19 patients or other acute illnesses. We aimed to develop and validate a clinical prediction model to predict ceiling of care decisions using information readily available at the point of hospital admission.",10.1186/s12904-024-01490-8,https://pubmed.ncbi.nlm.nih.gov/39010044/,39010044,triPod_AI_era=2024-2025 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
39178283,Using machine learning methods to predict all-cause somatic hospitalizations in adults: A systematic review.,Askar Mohsen; Tafavvoghi Masoud; Småbrekke Lars; Bongo Lars Ailo; Svendsen Kristian,PloS one,2024,"In this review, we investigated how Machine Learning (ML) was utilized to predict all-cause somatic hospital admissions and readmissions in adults.",10.1371/journal.pone.0309175,https://pubmed.ncbi.nlm.nih.gov/39178283/,39178283,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
36431165,Modeling Physiological Predictors of Running Velocity for Endurance Athletes.,Wiecha Szczepan; Kasiak Przemysław Seweryn; Cieśliński Igor; Maciejczyk Marcin; Mamcarz Artur; Śliż Daniel,Journal of clinical medicine,2022,,10.3390/jcm11226688,https://pubmed.ncbi.nlm.nih.gov/36431165/,36431165,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
26767405,Systematic review of risk prediction models for falls after stroke.,Walsh Mary E; Horgan N Frances; Walsh Cathal D; Galvin Rose,Journal of epidemiology and community health,2016,"Falls are a significant cause of morbidity after stroke. The aim of this review was to identify, critically appraise and summarise risk prediction models for the occurrence of falling after stroke.",10.1136/jech-2015-206475,https://pubmed.ncbi.nlm.nih.gov/26767405/,26767405,triPod_AI_era=pre-2024 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
35585563,Quality and transparency of reporting derivation and validation prognostic studies of recurrent stroke in patients with TIA and minor stroke: a systematic review.,Abdulaziz Kasim E; Perry Jeffrey J; Yadav Krishan; Dowlatshahi Dar; Stiell Ian G; Wells George A,Diagnostic and prognostic research,2022,"Clinical prediction models/scores help clinicians make optimal evidence-based decisions when caring for their patients. To critically appraise such prediction models for use in a clinical setting, essential information on the derivation and validation of the models needs to be transparently reported. In this systematic review, we assessed the quality of reporting of derivation and validation studies of prediction models for the prognosis of recurrent stroke in patients with transient ischemic attack or minor stroke.",10.1186/s41512-022-00123-z,https://pubmed.ncbi.nlm.nih.gov/35585563/,35585563,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
38726948,Systematic Review of Prognosis Models in Predicting Tooth Loss in Periodontitis.,Chow D Y; Tay J R H; Nascimento G G,Journal of dental research,2024,"This study reviews and appraises the methodological and reporting quality of prediction models for tooth loss in periodontitis patients, including the use of regression and machine learning models. Studies involving prediction modeling for tooth loss in periodontitis patients were screened. A search was performed in MEDLINE via PubMed, Embase, and CENTRAL up to 12 February 2022, with citation chasing. Studies exploring model development or external validation studies for models assessing tooth loss in periodontitis patients for clinical use at any time point, with all prediction horizons in English, were considered. Studies were excluded if models were not developed for use in periodontitis patients, were not developed or validated on any data set, predicted outcomes other than tooth loss,",10.1177/00220345241237448,https://pubmed.ncbi.nlm.nih.gov/38726948/,38726948,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=1 | dual_overlap=0
40447991,Development with external validation of a prediction model for postoperative acute kidney injury following noncardiac surgery in elderly patients.,Zhang Xiaoying; Ruan Xianghan; Yu Yao; Sun Tongyan; Zhang Jiaqiang; Cong Xuhui,BMC geriatrics,2025,"To develop and externally validate a risk prediction model for postoperative acute kidney injury (PO-AKI) in elderly patients undergoing noncardiac surgery, addressing the current gap in predictive tools for this vulnerable population.",10.1186/s12877-025-06023-3,https://pubmed.ncbi.nlm.nih.gov/40447991/,40447991,triPod_AI_era=2024-2025 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
39395856,Machine Learning for Prediction of Postoperative Delirium in Adult Patients: A Systematic Review and Meta-analysis.,Chen Hao; Yu Dongdong; Zhang Jing; Li Jianli,Clinical therapeutics,2024,This meta-analysis aimed to evaluate the performance of machine learning (ML) models in predicting postoperative delirium (POD) and to provide guidance for clinical application.,10.1016/j.clinthera.2024.09.013,https://pubmed.ncbi.nlm.nih.gov/39395856/,39395856,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
38045217,A systematic review and meta-analysis of risk prediction models for post-thrombotic syndrome in patients with deep vein thrombosis.,Guo Xiaorong; Xu Huimin; Zhang Jiantao; Hao Bin; Yang Tao,Heliyon,2023,This systematic review and meta-analysis aimed to systematically evaluate the prediction models for the risk of post-thrombotic syndrome (PTS) in deep vein thrombosis (DVT) patients.,10.1016/j.heliyon.2023.e22226,https://pubmed.ncbi.nlm.nih.gov/38045217/,38045217,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
38343243,Diagnostic Performance of Artificial Intelligence in Detection of Primary Malignant Bone Tumors: a Meta-Analysis.,Salehi Mohammad Amin; Mohammadi Soheil; Harandi Hamid; Zakavi Seyed Sina; Jahanshahi Ali; Shahrabi Farahani Mohammad,Journal of imaging informatics in medicine,2024,"We aim to conduct a meta-analysis on studies that evaluated the diagnostic performance of artificial intelligence (AI) algorithms in the detection of primary bone tumors, distinguishing them from other bone lesions, and comparing them with clinician assessment. A systematic search was conducted using a combination of keywords related to bone tumors and AI. After extracting contingency tables from all included studies, we performed a meta-analysis using random-effects model to determine the pooled sensitivity and specificity, accompanied by their respective 95% confidence intervals (CI). Quality assessment was evaluated using a modified version of Transparent Reporting of a Multivariable Prediction Model for Individual Prognosis or Diagnosis (TRIPOD) and Prediction Model Study Risk of Bias ",10.1007/s10278-023-00945-3,https://pubmed.ncbi.nlm.nih.gov/38343243/,38343243,triPod_AI_era=2024-2025 | overall_calib=0 | subgroup_interval=1 | dual_overlap=1
41379769,Risk of cancer following presentation with new-onset atrial fibrillation using data from UK national databases.,Yoshimura Hiroyuki; Zakkak Nadine; Lyratzopoulos Georgios; Lip Gregory Y H; Schmidt Floriaan; Providencia Rui,"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology",2025,"Atrial fibrillation (AF) and cancer are both highly prevalent conditions and are known to be associated. Our aim was to identify predictors and develop models for all cancer types, in men and women, and for the four most common cancer types in the AF population using linked primary and secondary care data from the UK.",10.1093/europace/euaf319,https://pubmed.ncbi.nlm.nih.gov/41379769/,41379769,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
37731636,Methodological quality of radiomic-based prognostic studies in gastric cancer: a cross-sectional study.,Jiang Tianxiang; Zhao Zhou; Liu Xueting; Shen Chaoyong; Mu Mingchun; Cai Zhaolun,Frontiers in oncology,2023,"Machine learning radiomics models are increasingly being used to predict gastric cancer prognoses. However, the methodological quality of these models has not been evaluated. Therefore, this study aimed to evaluate the methodological quality of radiomics studies in predicting the prognosis of gastric cancer, summarize their methodological characteristics and performance.",10.3389/fonc.2023.1161237,https://pubmed.ncbi.nlm.nih.gov/37731636/,37731636,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
35702399,Bias and Reporting Quality of Clinical Prognostic Models for Idiopathic Pulmonary Fibrosis: A Cross-Sectional Study.,Di Jiaqi; Li Xuanlin; Yang Jingjing; Li Luguang; Yu Xueqing,Risk management and healthcare policy,2022,This study aims to evaluate the risk of bias (ROB) and reporting quality of idiopathic pulmonary fibrosis (IPF) prediction models by assessing characteristics of these models.,10.2147/RMHP.S357606,https://pubmed.ncbi.nlm.nih.gov/35702399/,35702399,triPod_AI_era=pre-2024 | overall_calib=0 | subgroup_interval=1 | dual_overlap=0
40700462,Machine learning in dentistry: a scoping review.,Lakhotia Shrey; Godrej Hormazd; Kaur Amandeep; Nutakki Chaitanya Sai; Mun Michelle; Eber Pascal,PLOS digital health,2025,"Artificial intelligence (AI), specifically machine learning (ML), is increasingly applied in decision-making for dental diagnosis, prognosis, and treatment. However, the methodological completeness of published models has not been rigorously assessed. We performed a scoping review of PubMed-indexed articles (English, 1 January 2018â€'31 December 2023) that used ML in any dental specialty. Each study was evaluated with the TRIPOD + AI rubric for key reporting elements such as data preprocessing, model validation, and clinical performance. Out of 1,506 identified studies, 280 met the inclusion criteria. Oral and maxillofacial radiology (27.5%), oral and maxillofacial surgery (15.0%), and general dentistry (14.3%) were the most represented specialties. Sixty-four studies (22.9%) lacked compar",10.1371/journal.pdig.0000940,https://pubmed.ncbi.nlm.nih.gov/40700462/,40700462,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
41291544,External validation of a web- and artificial intelligence-based HIV/STI risk assessment tool: performance evaluation using data from Sydney sexual health centre.,Latt Phyu Mon; Ray Anik; Lu Heng; Soe Nyi N; Xu Xianglong; Bao Yining,BMC infectious diseases,2025,"INTRODUCTION: HIV and sexually transmitted infections (STIs) continue to pose significant public health challenges globally. MySTIRisk, developed at Melbourne Sexual Health Centre (MSHC), is a machine learning-based tool that predicts individual risk for HIV, syphilis, gonorrhoea, and chlamydia using demographic and behavioural data. While initial validation showed promising results, external validation is crucial to assess its generalisability. This study externally validates MySTIRisk using data from the Sydney Sexual Health Centre (SSHC), Australia’s second-largest sexual health centre. METHODS: Following TRIPOD guidelines, we analysed consultations from patients aged 18 years and older attending SSHC between January 2013 and December 2023. Pre-trained MySTIRisk models were applied dire",10.1186/s12879-025-12087-8,https://pubmed.ncbi.nlm.nih.gov/41291544/,41291544,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
39588309,Development and validation of a nomogram for predicting the risk of developing gastric cancer based on a questionnaire: a cross-sectional study.,Huang Zhangsen; Chen Songyao; Yin Songcheng; Shi Zhaowen; Gu Liang; Li Liang,Frontiers in oncology,2024,Detection of gastric cancer (GC) at early stages is an effective strategy for decreasing mortality. This study aimed to construct a prediction nomogram based on a questionnaire to assess the risk of developing GC.,10.3389/fonc.2024.1351967,https://pubmed.ncbi.nlm.nih.gov/39588309/,39588309,triPod_AI_era=2024-2025 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
36921160,Predictive models of newborn body composition: a systematic review.,Couto Elissa de Oliveira; Marano Daniele; Amaral Yasmin Notarbartolo di Villarosa do; Moreira Maria Elisabeth Lopes,Revista paulista de pediatria : orgao oficial da Sociedade de Pediatria de Sao Paulo,2023,To analyze the prediction models of fat-free mass and fat mass of neonates who had air displacement plethysmography as a reference test.,10.1590/1984-0462/2023/41/2020365,https://pubmed.ncbi.nlm.nih.gov/36921160/,36921160,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
36018049,Quality reporting of radiomics analysis in pituitary adenomas: promoting clinical translation.,Won So Yeon; Lee Narae; Park Yae Won; Ahn Sung Soo; Ku Cheol Ryong; Kim Eui Hyun,The British journal of radiology,2022,To evaluate the quality of radiomics studies on pituitary adenoma according to the radiomics quality score (RQS) and Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis (TRIPOD).,10.1259/bjr.20220401,https://pubmed.ncbi.nlm.nih.gov/36018049/,36018049,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
32155505,Generalizability assessment of head and neck cancer NTCP models based on the TRIPOD criteria.,Sharabiani Marjan; Clementel Enrico; Andratschke Nicolaus; Hurkmans Coen,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,2020,"This review aimed to provide an overview of the level of maturity of normal tissue complication probability (NTCP) models for head and neck cancer (HNC) patients. A systematic literature review was performed to retrieve NTCP models for HNC toxicities. Patient population characteristics, NTCP model and the predictors, treatment technique and endpoint definition were extracted per article. Models were then scored based on the TRIPOD (transparent reporting of a multivariable prediction model for individual prognosis or diagnosis) consensus guidelines to evaluate their generalizability. 335 articles on photon and proton therapy of HNC were identified and 52 relevant articles were further analyzed. Eighteen articles on xerostomia and sticky saliva (TRIPOD types 1a-2b: 15; TRIPOD type 3: 1; TRIP",10.1016/j.radonc.2020.02.013,https://pubmed.ncbi.nlm.nih.gov/32155505/,32155505,triPod_AI_era=pre-2024 | overall_calib=0 | subgroup_interval=1 | dual_overlap=0
34872592,Solitary pulmonary nodule malignancy predictive models applicable to routine clinical practice: a systematic review.,Senent-Valero Marina; Librero Julián; Pastor-Valero María,Systematic reviews,2021,"Solitary pulmonary nodule (SPN) is a common finding in routine clinical practice when performing chest imaging tests. The vast majority of these nodules are benign, and only a small proportion are malignant. The application of predictive models of nodule malignancy in routine clinical practice would help to achieve better diagnostic management of SPN. The present systematic review was carried out with the purpose of critically assessing studies aimed at developing predictive models of solitary pulmonary nodule (SPN) malignancy from SPN incidentally detected in routine clinical practice.",10.1186/s13643-021-01856-6,https://pubmed.ncbi.nlm.nih.gov/34872592/,34872592,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=1 | dual_overlap=0
36528232,Minimal reporting improvement after peer review in reports of COVID-19 prediction models: systematic review.,Hudda Mohammed T; Archer Lucinda; van Smeden Maarten; Moons Karel G M; Collins Gary S; Steyerberg Ewout W,Journal of clinical epidemiology,2023,To assess improvement in the completeness of reporting coronavirus (COVID-19) prediction models after the peer review process.,10.1016/j.jclinepi.2022.12.005,https://pubmed.ncbi.nlm.nih.gov/36528232/,36528232,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
38105979,Artificial Intelligence and Machine Learning in Cancer Related Pain: A Systematic Review.,Salama Vivian; Godinich Brandon; Geng Yimin; Humbert-Vidan Laia; Maule Laura; Wahid Kareem A,medRxiv : the preprint server for health sciences,2023,"Pain is a challenging multifaceted symptom reported by most cancer patients, resulting in a substantial burden on both patients and healthcare systems. This systematic review aims to explore applications of artificial intelligence/machine learning (AI/ML) in predicting pain-related outcomes and supporting decision-making processes in pain management in cancer.",10.1101/2023.12.06.23299610,https://pubmed.ncbi.nlm.nih.gov/38105979/,38105979,triPod_AI_era=pre-2024 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
42312903,Prognostic prediction models for psoriatic arthritis in psoriasis: A systematic review.,Khoda Fatimah; Khan Yasmin; Haw William W Y; Nahar Sayeda; Hodkinson Claire; Chinoy Hector,Journal of the European Academy of Dermatology and Venereology : JEADV,2026,Psoriatic arthritis is a chronic inflammatory arthropathy that affects up to 22% of individuals with psoriasis. Identifying patients at higher risk of developing this disease presents a window of opportunity for dermatologists to consider treatments that can limit its progression.,10.1111/jdv.70561,https://pubmed.ncbi.nlm.nih.gov/42312903/,42312903,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
32316847,"Prognostic Research in Traumatic Brain Injury: Markers, Modeling, and Methodological Principles.",Retel Helmrich Isabel R A; Lingsma Hester F; Turgeon Alexis F; Yamal Jose-Miguel; Steyerberg Ewout W,Journal of neurotrauma,2021,"Prognostic assessment in traumatic brain injury (TBI) is embedded deeply in clinical care. Considering the limitations of current prognostic indicators, there is increasing interest in understanding the role of new biomarkers, and in finding other prognostic indicators of long-term outcomes following TBI. New prognostic indicators may result in the development of more accurate prediction models that could be useful for both risk stratification and clinical decision making. We aimed to review methodological issues and provide tentative guidelines for prognostic research in TBI. Prognostic factor research focuses on the role of a specific patient or disease-related characteristic in relation to outcome. Typically, univariable relations of the prognostic factor are studied, followed by analys",10.1089/neu.2019.6708,https://pubmed.ncbi.nlm.nih.gov/32316847/,32316847,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=0 | dual_overlap=0
41738596,Comprehensive assessment of postoperative metachronous liver metastasis risk in colon cancer based on inflammatory indicators: a multicenter prospective study.,Kang Boyu; Qiao Yihuan; Liu Shuai; Wang Yiqian; Bai Xuechun; Li Yunlong,"International journal of surgery (London, England)",2026,"Insidiousness is a hallmark of metachronous liver metastasis. Owing to the absence of a comprehensive machine-learning model integrating systemic inflammatory indicators for predicting metachronous liver metastasis after colon cancer surgery, and to the lack of prospective validation and interpretability, this study aimed to develop and validate a machine-learning model for predicting postoperative metachronous liver metastasis in patients with colon cancer.",10.1097/JS9.0000000000004984,https://pubmed.ncbi.nlm.nih.gov/41738596/,41738596,triPod_AI_era=2024-2025 | overall_calib=0 | subgroup_interval=0 | dual_overlap=0
42026889,Machine learning prediction of CKD progression in hyperglycemic elderly adults: a prospective community cohort study.,Zhou Zhongqing; Sheng Fei; Hou Jiazhe; Yang Jing; Xu Dongjian; Shen Zhiping,Renal failure,2026,"Hyperglycemia is a major risk factor for chronic kidney disease (CKD). This multicenter prospective study developed and validated a machine learning (ML) model to predict CKD risk in prediabetic and diabetic populations for early intervention, following TRIPOD+AI guidelines. Participants were enrolled from four communities, with three sites providing training (80%) and internal test (20%) datasets, and the fourth for external validation. Five ML algorithms were constructed, and SHapley Additive exPlanations (SHAP) was applied to interpret the optimal model. The XGBoost model showed excellent predictive performance, with AUCs of 0.905, 0.809, and 0.837 in training, internal test, and external validation sets, respectively. Serum creatinine (Scr), age, and hemoglobin (Hb) were the leading pr",10.1080/0886022X.2026.2648313,https://pubmed.ncbi.nlm.nih.gov/42026889/,42026889,triPod_AI_era=2024-2025 | overall_calib=1 | subgroup_interval=1 | dual_overlap=0
36753766,Deep learning based unpaired image-to-image translation applications for medical physics: a systematic review.,Chen Junhua; Chen Shenlun; Wee Leonard; Dekker Andre; Bermejo Inigo,Physics in medicine and biology,2023,,10.1088/1361-6560/acba74,https://pubmed.ncbi.nlm.nih.gov/36753766/,36753766,triPod_AI_era=pre-2024 | overall_calib=1 | subgroup_interval=1 | dual_overlap=0
