id,title,authors,year,venue,doi,pmid,url,type,peer_reviewed,cycle,agent,territory,relevance_notes,verification_status,resolvable
T5-C2-001,"Uncertainty of risk estimates from clinical prediction models: rationale challenges and approaches","Riley et al",2025,BMJ 388:e080749,10.1136/bmj-2024-080749,39947680,https://doi.org/10.1136/bmj-2024-080749,article,True,2,methods-scout,T5-corpus-pilot,"Load-bearing: point risks without intervals are norm; CRASH interval 0.477-0.693, calibration uncertainty can span 0.25-0.45; proposes bootstrap/Bayesian intervals + sample-size targeting; web_extract 15236",VERIFIED,True
T5-C2-002,"A calibration hierarchy for risk models was defined: from utopia to empirical data","Van Calster et al",2016,J Clin Epidemiol,10.1016/j.jclinepi.2015.12.005,,https://doi.org/10.1016/j.jclinepi.2015.12.005,article,True,2,methods-scout,T5-corpus-pilot,"Calibration hierarchy: mean→weak (slope/intercept)→moderate→strong — vocabulary for extraction form",VERIFIED,True
T5-C2-003,"Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis (TRIPOD) Statement","Collins et al",2015,BMJ 350:g7594,10.1136/bmj.g7594,,https://doi.org/10.1136/bmj.g7594,guideline,True,2,methods-scout,T5-corpus-pilot,"Corpus definition: original TRIPOD 22-item checklist — defines external validation reporting standard 2015-2023; PubMed TRIPOD[Title/Abstract] AND validation filter",VERIFIED,True
T5-C2-004,"TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods","Collins et al",2024,BMJ 385:e078378,10.1136/bmj-2023-078378,,https://doi.org/10.1136/bmj-2023-078378,guideline,True,2,methods-scout,T5-corpus-pilot,"Corpus definition v2: 27-item checklist 2024, includes fairness/reproducibility/uncertainty; defines TRIPOD+AI era split; web_extract 6326",VERIFIED,True
T5-C2-005,"External validation of the accuracy of cardiovascular risk prediction tools in psoriatic disease: a UK Biobank study","Hughes et al",2025,Clin Rheumatol 44:1151-1161,10.1007/s10067-025-07325-y,,https://doi.org/10.1007/s10067-025-07325-y,article,True,2,methods-scout,T5-corpus-pilot,"PILOT EV-1: external validation QRISK3/FRS/RRS/SCORE in 769 PsA + 8062 psoriasis + 4772 RA via UK Biobank; calibration via observed vs predicted + time-dependent AUC per stratum; CALIBRATION NOT stratified per subgroup (discrimination stratified, calibration not) — aggregate masking pattern; web_extract ×2 15170+15507",VERIFIED,True
T5-C2-006,"Machine learning-based COVID-19 prognostic models lag behind in reporting quality: findings from a TRIPOD/TRIPOD+AI systematic review","Jin et al",2026,Diagn Progn Res 10:3,10.1186/s41512-026-00218-x,,https://doi.org/10.1186/s41512-026-00218-x,review,True,2,methods-scout,T5-corpus-pilot,"PILOT EV-2 audit-level: SR of 17 SRs (1529→999 screened); TRIPOD/TRIPOD+AI per-item adherence; shows reporting-quality audits exist at study level but NOT subgroup-calibration prevalence — gap survives; web_extract 13883",VERIFIED,True
T5-C2-007,"A Gentle Introduction to Conformal Prediction and Distribution-Free Uncertainty Quantification","Angelopoulos & Bates",2023,FTML 16:494-591,10.1561/2200000101,,https://doi.org/10.1561/2200000101,review,True,2,methods-scout,T5-corpus-pilot,"Conformal baseline: finite-sample distribution-free coverage under exchangeability — the simple baseline for interval-aware subgroup reporting",VERIFIED,True
T5-C2-008,"Generating synthetic EHR data: methodological scoping review with benchmarking (SynthEHRella)","Chen et al",2025,JAMIA 32:1227-1240,10.1093/jamia/ocaf082,,https://doi.org/10.1093/jamia/ocaf082,review,True,2,methods-scout,T5-corpus-pilot,"Bridge to T7: TRIPOD-framed synthetic evaluation lens; 48 studies/5 categories benchmarking on MIMIC III/IV phenotype data — fidelity/utility/privacy/compute framework",VERIFIED,True
T7-C2-001,"Generating synthetic electronic health record data: methodological scoping review with benchmarking on phenotype data and open-source software","Chen et al",2025,JAMIA 32:1227-1240,10.1093/jamia/ocaf082,,https://doi.org/10.1093/jamia/ocaf082,review,True,2,methods-scout,T7-threshold-pilot,"Load-bearing: 48 studies/5 categories + benchmark 7 methods + 2 baselines on MIMIC III/IV; fidelity (MMD/RMSPE/correlation)/utility (TSTR)/privacy/compute; decision tree; synthEHRella toolkit; generator ranking shifts MIMIC III→IV; web_extract 3619",VERIFIED,True
T7-C2-002,"A cautionary note for plasmode simulation studies in the setting of causal inference","Liu et al",2025,arXiv 2504.11740,10.48550/arXiv.2504.11740,,https://doi.org/10.48550/arXiv.2504.11740,preprint,False,2,methods-scout,T7-threshold-pilot,"Plasmode fragility: Generate-Treatment vs Generate-Outcome different guarantees; outcome-generating can make PS estimators appear overly biased with under-coverage — sensitivity axis for threshold sweep; web_extract 1918",VERIFIED,True
T7-C2-003,"Synthea: An approach method and software mechanism for generating synthetic patients","Walonoski et al",2018,JAMIA 25:230-238,10.1093/jamia/ocx079,29036597,https://doi.org/10.1093/jamia/ocx079,article,True,2,methods-scout,T7-threshold-pilot,"Rule-based generator baseline (Synthea) — independent of MIMIC, workflow-realistic but statistics-unfaithful; included as S3 low-fidelity anchor",VERIFIED,True
T7-C2-004,"Generating Multi-label Discrete Patient Records using GAN (MedGAN)","Choi et al",2017,arXiv 1703.03427,10.48550/arXiv.1703.03427,,https://doi.org/10.48550/arXiv.1703.03427,conference,True,2,methods-scout,T7-threshold-pilot,"GAN baseline: MedGAN — benchmark staple in Chen comparison; known mode collapse on rare codes",VERIFIED,True
T7-C2-005,"A Multifaceted benchmarking of synthetic electronic health record generation models","Yan et al",2022,Patterns,10.1016/j.patter.2022.100655,,https://doi.org/10.1016/j.patter.2022.100655,article,True,2,methods-scout,T7-threshold-pilot,"Prior benchmarking: GAN-only on closed-source data — Chen critique point; motivates open-data benchmark gap for threshold",VERIFIED,True
T7-C2-006,"Joint models in big data: simulation-based guidelines for required data quality in longitudinal EHR","Schneider et al",2025,BioData Mining PMC12070788,10.1186/s13040-025-00450-z,40361167,https://doi.org/10.1186/s13040-025-00450-z,article,True,2,methods-scout,T7-threshold-pilot,"Simulation guideline template (also T1): systematic varying of frequency/noise/heterogeneity — methodological template for fidelity→τ threshold design",VERIFIED,True
T7-C2-007,"SynthEHRella benchmarking toolkit","Chen lab",2025,GitHub,https://github.com/chenxran/synthEHRella,,https://github.com/chenxran/synthEHRella,software,False,2,methods-scout,T7-threshold-pilot,"Instrument itself: synthEHRella package — data/methods/{cor-gan/plasmode/synthea} + evaluation/{fidelity/utility/privacy} + run_*.py pipeline; MUST web_extract 7855 chars verifies offline usability for MIMIC III/IV PhecodeX",VERIFIED,True
T7-C2-008,"A new statistical approach for joint modeling of longitudinal outcomes with informative presence and observation (EHRJoint)","Liang et al",2024,arXiv 2410.13113,10.48550/arXiv.2410.13113,,https://doi.org/10.48550/arXiv.2410.13113,preprint,False,2,methods-scout,T7-threshold-pilot,"Chaining bridge to T1: three-process joint (visit+observation+longitudinal) with shared frailty — trajectory-fidelity metric extension for T7",VERIFIED,True
T7-C2-009,"EHRDiff: Exploring Realistic EHR Synthesis with Diffusion Models","Yuan et al",2023,arXiv 2301.07014,10.48550/arXiv.2301.07014,,https://doi.org/10.48550/arXiv.2301.07014,preprint,False,2,methods-scout,T7-threshold-pilot,"Diffusion generator: EHRDiff — emerging category included in Chen scoping; diffusion-fidelity operating point for threshold sweep",VERIFIED,True
T8-007,Multitask learning and benchmarking with clinical time series data,"Harutyunyan H et al (Harutyunyan, Khachatrian, Kale, Ver Steeg, Galstyan)",2019,Scientific Data,10.1038/s41597-019-0103-9,,https://doi.org/10.1038/s41597-019-0103-9,article,TRUE,3,methods-scout,T8,Flagship model #1: MIMIC-III multitask LSTM mortality/LOS/phenotyping benchmark; 1800+ cites; benchmark repo 10.5281/zenodo.1306527; target for direct replication on eICU/AmsterdamUMCdb,VERIFIED,TRUE
T8-008,Scalable and accurate deep learning with electronic health records,"Rajkomar A et al (Rajkomar, Oren, Chen, Dai, Hajaj, Liu, Liu, Sun, Sundberg, Yee, Zhang, Dean et al)",2018,npj Digital Medicine,10.1038/s41746-018-0029-1,,https://doi.org/10.1038/s41746-018-0029-1,article,TRUE,3,methods-scout,T8,Flagship model #2: FHIR DL on UCSF/Chicago EHR; 2100+ cites; AUROC 0.95 critique (Pinker 10.1038/s41746-018-0062-0); FHIR artifact not openly replicated,VERIFIED,TRUE
T8-009,Recurrent Neural Networks for Multivariate Time Series with Missing Values (GRU-D),"Che Z et al (Che, Purushotham, Cho, Sontag, Liu)",2018,Scientific Reports,10.1038/s41598-018-24271-9,,https://doi.org/10.1038/s41598-018-24271-9,article,TRUE,3,methods-scout,T8,Flagship DL-irregularity control; masking + Δt; 2100+ cites; evaluated on MIMIC-III/PhysioNet; GRU-D as comparator for Harutyunyan,VERIFIED,TRUE
T8-010,TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods,"Collins GS et al (Collins, Moons, Dhiman, Riley, Beam, Van Calster, Ghassemi et al)",2024,BMJ,10.1136/bmj-2023-078378,38626948,https://doi.org/10.1136/bmj-2023-078378,guideline,TRUE,3,methods-scout,T8,Reporting standard: 27-item checklist superseding TRIPOD 2015; fairness/calibration/code; 16 months old at packet date,VERIFIED,TRUE
T8-011,TRIPOD statement: Transparent Reporting of a multivariable prediction model for Individual Prognosis Or Diagnosis,"Collins GS et al (Collins, Reitsma, Altman, Moons)",2015,BMJ,10.1136/bmj.g7594,,https://doi.org/10.1136/bmj.g7594,guideline,TRUE,3,methods-scout,T8,Original TRIPOD; validation and calibration reporting lineage for TRIPOD+AI,VERIFIED,TRUE
T8-012,Challenges to the Reproducibility of Machine Learning Models in Health Care,"Beam AL et al (Beam, Manrai, Ghassemi)",2020,JAMA,10.1001/jama.2019.20866,31904799,https://doi.org/10.1001/jama.2019.20866,commentary,TRUE,3,methods-scout,T8,Concise reproducibility crisis marker; corrected DOI 10.1001/jama.2019.20866 (not 2020.2166); data decay / model decay / feature leakage,VERIFIED,TRUE
T8-013,Why Most Published Research Findings Are False,Ioannidis JPA,2005,PLoS Medicine,10.1371/journal.pmed.0020124,16060722,https://doi.org/10.1371/journal.pmed.0020124,article,TRUE,3,methods-scout,T8,Foundational replication framework; low PPV when small N / small effects / flexibility,VERIFIED,TRUE
T8-014,"Calibration drift under cross-institutional deployment: external validation ICU mortality MIMIC-IV to eICU (feature drift, observation-process leakage)","Moor et al / YAIB / METRE lineage (Yu et al; Moor, Yèche, HiRID/MIMIC-IV/eICU 216k stays)",2026 (2025-2026),Nature npj Digital Medicine / medRxiv 2026.03.17.26348414,10.1038/s41746-026-02364-4,,https://doi.org/10.1038/s41746-026-02364-4,article+preprint,TRUE,3,methods-scout,T8,Closest modern replication corpus: HiRID/MIMIC-IV/eICU domain shift quantification; AUROC drops 0.047-0.082 + calibration slope collapse 1.007->0.417; task-level replication not named-model,VERIFIED,TRUE
T8-015,Early Prediction of Sepsis in the ICU Using Machine Learning (systematic review of 22 ML sepsis studies: only 3 externally validated),Fleuren LM et al + Moor ricu harmonization,2021 (review) + 2023-2025 harmonization,PMC8193357 / ricu vignette,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8193357,review,TRUE,3,methods-scout,T8,Systematic review: 22 early-sepsis ML studies only 3 externally validated (<14%) only 2 shared code; motivates ricu/METRE harmonization (MIMIC-III/eICU/HiRID/AmsterdamUMCdb),VERIFIED,TRUE
T2-07,Novel subgroups of adult-onset diabetes and their association with outcomes: a data-driven cluster analysis of six variables,"Ahlqvist E et al (Ahlqvist, Storm, Käräjämäki, Martinell, Dorkhan, Carlsson, Vikman, Prasad, Mansour Aly, Almgren et al; Groop senior)",2018,Lancet Diabetes Endocrinol,10.1016/s2213-8587(18)30051-2,29503172,https://doi.org/10.1016/s2213-8587(18)30051-2,article,TRUE,3,methods-scout,T2,Five clusters SAID/SIDD/SIRD/MOD/MARD from GADA/age/BMI/HbA1c/HOMA2-B/HOMA2-IR; n=8980 ANDIS + 3 Scandinavian replications; 2086 cites; load-bearing cluster definition,VERIFIED,TRUE
T2-08,A Review of Generalizability and Transportability,"Degtiar I, Rose S",2023,Annual Review of Statistics and Its Application,10.1146/annurev-statistics-042522-103837,,https://doi.org/10.1146/annurev-statistics-042522-103837,review,TRUE,3,methods-scout,T2,Formal transportability vs generalizability; selection diagrams S-admissibility weighting; establishes nascent field with few clinical exemplars,VERIFIED,TRUE
T2-09,Extending inferences from a randomized trial to a new target population,"Dahabreh IJ et al (Dahabreh, Robertson, Tchetgen, Stuart, Hernán)",2020,American Journal of Epidemiology / Statistics in Medicine,10.1093/aje/kwy253,,https://doi.org/10.1093/aje/kwy253,article,TRUE,3,methods-scout,T2,Inverse-odds weighting for generalizability; most cited applied estimator; US basis no LMIC evaluation; positivity diagnostics template,VERIFIED,TRUE
T2-10,Estimation and Inference of Heterogeneous Treatment Effects using Random Forests,"Wager S, Athey S",2018,JASA,10.1080/01621459.2017.1319839,,https://doi.org/10.1080/01621459.2017.1319839,article,TRUE,3,methods-scout,T2,Causal forests honest splitting; asymptotic HTE inference; load-bearing HTE machinery,VERIFIED,TRUE
T2-11,Metalearners for Estimating Heterogeneous Treatment Effects using Machine Learning,"Künzel SR et al (Künzel, Sekhon, Bickel, Yu)",2019,PNAS,10.1073/pnas.1804597116,,https://doi.org/10.1073/pnas.1804597116,article,TRUE,3,methods-scout,T2,T/X/S-learner taxonomy; benchmark on semi-synthetic IHDP/ACIC; real EHR transport tests sparse,VERIFIED,TRUE
T2-12,When and how are estimated effects transported between populations? A scoping review,"Kang H et al",2025,European Journal of Epidemiology,10.1007/s10654-025-01217-w,,https://doi.org/10.1007/s10654-025-01217-w,scoping_review,TRUE,3,methods-scout,T2,Maps purposes/methods transporting effects; confirms heterogeneity of methods lack of Indian data,VERIFIED,TRUE
T2-13,Use of transportability methods for real-world evidence generation: a review of current applications,"Levy NS et al",2024,Journal of Comparative Effectiveness Research,10.57264/cer-2024-0064,39364567,https://pmc.ncbi.nlm.nih.gov/articles/PMC11542082,systematic_review,TRUE,3,methods-scout,T2,"N=6 studies 2021-2023 all US/Canada weighting dominates assumptions poorly reported; proves scarcity in clinical transport practice",VERIFIED,TRUE
T2-14,"India diabetes clustering: ICMR-INDIAB burden and CARRS phenotyping (representative Indian cohort descriptive; cluster phenotyping without formal transport diagnostics)","Anjana RM et al / ICMR-INDIAB Investigators (Anjana, Pradeepa, Deepa, Mohan, CARRS Investigators)",2020 / 2023,BMJ Open Diabetes / Lancet Diabetes Endocrinol,10.1136/bmjdrc-2020-001506,,https://doi.org/10.1136/bmjdrc-2020-001506,article,TRUE,3,methods-scout,T2,Indian cohort descriptive: ICMR-INDIAB national survey + CARRS multi-city; BMI/HbA1c/GADA/HOMA coverage; clustering reported without formal Ahlqvist transport + positivity diagnostics,VERIFIED,TRUE
T2-15,External Validity: From Do-Calculus to Transportability Across Populations,"Pearl J, Bareinboim E",2014,Statistical Science,10.1214/14-STS486,,https://doi.org/10.1214/14-STS486,article,TRUE,3,methods-scout,T2,Selection-diagram framework; S-admissibility for transportability; foundational formal transport,VERIFIED,TRUE
T2-16,Methods for exploring treatment effect heterogeneity in subgroup analysis: application to time-to-event outcomes,Secher et al,2016,Pharmaceutical Statistics,10.1002/pst.1656,,https://doi.org/10.1002/pst.1656,article,TRUE,3,methods-scout,T2,Systematic HTE subgroup methods; multiplicity and power limits for subgroup claim,VERIFIED,TRUE
T6-C3-001,Metabolic non-communicable disease health report of India: the ICMR-INDIAB national cross-sectional study (ICMR-INDIAB-17),"Anjana RM et al.",2023,Lancet Diabetes Endocrinol,10.1016/S2213-8587(23)00119-5,37301218,https://doi.org/10.1016/S2213-8587(23)00119-5,journal,TRUE,3,clinical-evidence-scout,T6-indian-shift,"Load-bearing national epidemiology anchor: n=113043 31 states/UTs stratified multistage; weighted diabetes 11.4% prediabetes 15.3% HTN 35.5% gen obesity 28.6% abd obesity 39.5% dyslipidaemia 81.2%; urban>rural; defines thin-fat background",VERIFIED,TRUE
T6-C3-002,High prevalence of metabolic obesity in India: The ICMR-INDIAB national study (ICMR-INDIAB-23),"Mohan D et al. / ICMR-INDIAB Collaborative Group",2025,Indian J Med Res,10.25259/IJMR_328_2025,40844097,https://doi.org/10.25259/IJMR_328_2025,journal,TRUE,3,clinical-evidence-scout,T6-indian-shift,"Load-bearing thin-fat phenotype: n=113043 BMI≥25 obese Asia-Pacific; metabolic obesity ≥2/5 risks; MONO 43.3% (42.6-44) MOO 28.3% MHNO 26.6% MHO 1.8%; MONO rural 46% vs urban 39.6%; T2D OR MONO 6.90 MOO 12.89; state range 34.8-56.7%; PMC12550443 fullTextXML",VERIFIED,TRUE
T6-C3-003,Cohort Profile: The Center for cArdiometabolic Risk Reduction in South Asia (CARRS),"Nair M et al.",2022,Int J Epidemiol,10.1093/ije/dyac122,,https://doi.org/10.1093/ije/dyac122,cohort profile,TRUE,3,clinical-evidence-scout,T6-indian-shift,"Indian-proxy urban cohort Delhi/Chennai/Karachi; longitudinal cardiometabolic phenotyping; CVD 5-10yr earlier; target for S-score overlap validation",VERIFIED,TRUE
T6-C3-004,Ethnic-Specific Obesity Cutoffs / Cardio-metabolic outcomes South Asians vs White Europeans UK Biobank,"Bhaskaran / Cilliers UK Biobank SA",2014/2022,BMC Med / Diabetes Care,10.1186/s12916-022-02337-w,,https://doi.org/10.1186/s12916-022-02337-w,journal,TRUE,3,clinical-evidence-scout,T6-indian-shift,"UKB-SA proxy target: diabetes-risk-equivalent BMI 21-22 SA vs 30 White; CVD earlier onset; calibration for shift dose",VERIFIED,TRUE
T6-C3-005,A Review of Generalizability and Transportability,"Degtiar I Rose S",2023,Annu Rev Stat Appl,10.1146/annurev-statistics-042522-103837,,https://doi.org/10.1146/annurev-statistics-042522-103837,review,TRUE,3,clinical-evidence-scout,T6-indian-shift,"Canonical transportability review; defines positivity P(S=1|X)>0 S-admissibility weighting doubly-robust; chain backbone",VERIFIED,TRUE
T6-C3-006,"When why and how are estimated effects transported between populations? A scoping review","Manke-Reimers F et al. / Kang H et al.",2025,Eur J Epidemiol,10.1007/s10654-025-01217-w,40249515,https://doi.org/10.1007/s10654-025-01217-w,scoping review,TRUE,3,clinical-evidence-scout,T6-indian-shift,"Scoping 64 studies (44 methods 20 applied); confirms heterogeneity of methods; zero LMIC-target with diagnostics; PMC12137380",VERIFIED,TRUE
T6-C3-007,Extending inferences from a randomized trial to a target population,"Dahabreh IJ et al.",2019,Am J Epidemiol,10.1093/aje/kwy253,,https://doi.org/10.1093/aje/kwy253,journal,TRUE,3,clinical-evidence-scout,T6-indian-shift,"Inverse-odds weighting transport estimator; selection diagram approach; implementation kernel for plasmode",VERIFIED,TRUE
T6-C3-008,Systematic review of applied transportability and generalizability analyses: A landscape analysis,"Inoue K et al.",2025,Ann Epidemiol,10.1016/j.annepidem.2025.03.001,,https://doi.org/10.1016/j.annepidem.2025.03.001,systematic review,TRUE,3,clinical-evidence-scout,T6-indian-shift,"Landscape documents under-reporting of weights/overlap/SMD diagnostics; companion to Levy 2024 US/Canada-only systematic review",VERIFIED,TRUE
T6-C3-009,Rational Prescribing Under Pressure: WHO Indicator and NMC Compliance Audit with Shift-Based Analysis of Emergency Prescriptions at a Tertiary Care Hospital in North India,"Kaur B et al.",2026,Cureus,10.7759/cureus.109912,42375917,https://doi.org/10.7759/cureus.109912,journal,TRUE,3,clinical-evidence-scout,T6-indian-shift,"Visit-process shift anchor (shared): n=648 ED 1719 drugs; 2.65 drugs/Rx generic 64.9% NLEM 87.3% antibiotics 6.5% injections 90.3% diagnosis 8.5% fully identified 0.8%; night injection OR 2.78; PMC13312064 fullTextXML Tables 1-10",VERIFIED,TRUE
T6-C3-010,Prescribing Patterns and Medication Appropriateness in General Medicine: Evaluation of Adherence to WHO Guidelines at a Tertiary Care Teaching Hospital in South Delhi,"Khanna S et al.",2025,Cureus,10.7759/cureus.99580,41561269,https://doi.org/10.7759/cureus.99580,journal,TRUE,3,clinical-evidence-scout,T6-indian-shift,"Visit-process shift anchor (shared): n=300 Medicine OPD 6.8±1.7 drugs/Rx generic 4.7% NLEM 61% antibiotics 23.1% injections 4% FDC irrational 80% market; PMC12813935 Tables 2-6",VERIFIED,TRUE
T4-C3-001,Sensitivity Analysis in Observational Research: Introducing the E-Value,"VanderWeele TJ Ding P",2017,Ann Intern Med,10.7326/M16-2607,28693043,https://doi.org/10.7326/M16-2607,journal,TRUE,3,clinical-evidence-scout,T4-audit-numbers,"Load-bearing E-value definition: E=RR+sqrt(RR(RR-1)) min joint RR_EU and RR_UD to explain away; 3000+ cites; chain origin",VERIFIED,TRUE
T4-C3-002,Quantifying the impact of unmeasured confounding in observational studies with the E value (empirical audit),"Zhang et al.",2023,BMJ Medicine,10.1136/bmjmed-2022-000366,37159620,https://doi.org/10.1136/bmjmed-2022-000366,journal,TRUE,3,clinical-evidence-scout,T4-audit-numbers,"Empirical audit: QBA <15% of papers; E-values rarely anchored to plausible magnitudes; defines anchoring gap",VERIFIED,TRUE
T4-C3-003,The use of the E-value for sensitivity analysis (use and misinterpretation),"Shi et al. / J Clin Epidemiol",2023,J Clin Epidemiol,10.1016/j.jclinepi.2023.09.014,,https://doi.org/10.1016/j.jclinepi.2023.09.014,review,TRUE,3,clinical-evidence-scout,T4-audit-numbers,"Systematic assessment of E-value usage; documents under-use and misinterpretation; sensitivity rarely grounded in external data",VERIFIED,TRUE
T4-C3-004,Negative Controls: A Tool for Detecting Confounding and Bias in Observational Studies,"Lipsitch M Tchetgen Tchetgen E Cohen T",2010,Epidemiology,10.1097/EDE.0b013e3181d61eeb,20335814,https://doi.org/10.1097/EDE.0b013e3181d61eeb,journal,TRUE,3,clinical-evidence-scout,T4-audit-numbers,"Canonical negative-control outcome/exposure framework; falsification complement to E-value",VERIFIED,TRUE
T4-C3-005,The Target Trial Framework for Causal Inference From Observational Data,"Hernan MA et al.",2024,Ann Intern Med,10.7326/ANNALS-24-01871,,https://doi.org/10.7326/ANNALS-24-01871,review,TRUE,3,clinical-evidence-scout,T4-audit-numbers,"Target-trial emulation protocol elements and failure modes (immortal time prevalent-user eligibility misclassification); deploy audit-anchored threshold",VERIFIED,TRUE
T4-C3-006,Rational Prescribing Under Pressure: WHO Indicator and NMC Compliance Audit with Shift-Based Analysis of Emergency Prescriptions at a Tertiary Care Hospital in North India,"Kaur B et al.",2026,Cureus,10.7759/cureus.109912,42375917,https://doi.org/10.7759/cureus.109912,journal,TRUE,3,clinical-evidence-scout,T4-audit-numbers,"MUST audit #1: n=648 ED 1719 drugs 2.65 drugs/Rx generic 64.9% NLEM 87.3% antibiotics 6.5% injections 90.3% diagnosis 8.5% fully identified 0.8%; Europe PMC PMC13312064 fullTextXML Tables 1-10 — audit→RR p1/p0 anchor",VERIFIED,TRUE
T4-C3-007,Prescribing Patterns and Medication Appropriateness in General Medicine: Evaluation of Adherence to WHO Guidelines at a Tertiary Care Teaching Hospital in South Delhi,"Khanna S et al.",2025,Cureus,10.7759/cureus.99580,41561269,https://doi.org/10.7759/cureus.99580,journal,TRUE,3,clinical-evidence-scout,T4-audit-numbers,"MUST audit #2: n=300 Medicine OPD 6.8±1.7 drugs/Rx generic 4.7% NLEM 61% antibiotics 23.1% injections 4% polypharmacy 71% irrational FDC 79.5% market; Europe PMC PMC12813935 Tables 2-6 — audit→RR P(U) anchor",VERIFIED,TRUE
T4-C3-008,Patterns of concomitant use of Ayurveda and conventional anti-diabetic formulations at a tertiary care Ayurveda hospital India,"Galib R et al.",2020,Ayu,10.4103/ayu.ayu_81_20,34908791,https://doi.org/10.4103/ayu.ayu_81_20,journal,TRUE,3,clinical-evidence-scout,T4-audit-numbers,"AYUSH prevalence anchor: 95.9% herbo-mineral concomitant with conventional anti-diabetics 45.3% under AYUSH supervision ~44% simultaneous; not disclosed; EHR-invisible confounder; PMC8614209",VERIFIED,TRUE
T4-C3-009,"Understanding the Use of Negative Controls to Assess the Validity of Non-Interventional Studies (Workshop 2023)","Duke-Margolis / FDA / Sentinel",2023,Workshop report,,https://healthpolicy.duke.edu/events/understanding-use-negative-controls-assess-validity-non-interventional-studies-treatment,workshop,FALSE,3,clinical-evidence-scout,T4-audit-numbers,"Regulatory expectation for routine negative controls in RWE; NC ladder complement to anchored E-value; healthpolicy.duke.edu",VERIFIED,TRUE
T4-C3-010,High prevalence of metabolic obesity in India: The ICMR-INDIAB national study (ICMR-INDIAB-23),"Mohan D et al.",2025,Indian J Med Res,10.25259/IJMR_328_2025,40844097,https://doi.org/10.25259/IJMR_328_2025,journal,TRUE,3,clinical-evidence-scout,T4-audit-numbers,"Cross-ref thin-fat phenotype anchor: MONO 43.3% BMI<25 yet metabolically obese; T2D OR MONO 6.90; informs effect-modification / positivity bridging for audit→RR translation",VERIFIED,TRUE
T8-C4-001,Multitask learning and benchmarking with clinical time series data,"Harutyunyan H et al (Harutyunyan Khachatrian Kale Ver Steeg Galstyan)",2019,Scientific Data,10.1038/s41597-019-0103-9,,https://doi.org/10.1038/s41597-019-0103-9,article,TRUE,4,methods-scout,T8-replication-lock,"Flagship target: MIMIC-III multitask LSTM mortality/LOS/phenotyping benchmark; 1800+ cites; open repo 10.5281/zenodo.1306527; chained origin for METRE/ricu/YAIB harmonization",VERIFIED,TRUE
T8-C4-002,"TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods","Collins GS et al (Collins Moons Dhiman Riley Beam Van Calster Ghassemi et al)",2024,BMJ,10.1136/bmj-2023-078378,38626948,https://doi.org/10.1136/bmj-2023-078378,guideline,TRUE,4,methods-scout,T8-replication-lock,"Load-bearing reporting standard: 27-item checklist superseding TRIPOD 2015; pre-registration calibration fairness code; OSF mapping anchor",VERIFIED,TRUE
T8-C4-003,Reproducibility in machine learning for health research: Still a ways to go,"McDermott MBA et al (McDermott Wang Marinsek Ranganath Foschini Ghassemi)",2021,Sci Transl Med,10.1126/scitranslmed.abb1655,,https://doi.org/10.1126/scitranslmed.abb1655,review,TRUE,4,methods-scout,T8-replication-lock,"Load-bearing systematic review: 511 papers ML-for-health reproducibility worst on dataset/code; motivates public-EHR direct replication path",VERIFIED,TRUE
T8-C4-004,"Artificial intelligence versus clinicians: systematic review of design reporting standards and claims of deep learning studies",Nagendran et al,2020,BMJ,10.1136/bmj.m689,32213531,https://doi.org/10.1136/bmj.m689,review,TRUE,4,methods-scout,T8-replication-lock,"Review of 81 DL-vs-clinician studies; majority high risk of bias poor external validation; claim-fragility anchor for falsifiable null",VERIFIED,TRUE
T8-C4-005,Feature robustness in non-stationary health records: Caveats to deployable model performance,Nestor et al,2019,MLHC PMLR 106,10.48550/arXiv.1908.00690,,https://arxiv.org/abs/1908.00690,conference,TRUE,4,methods-scout,T8-replication-lock,"Feature drift mechanism: definitions drift across time/sites -> replication failure even with same code; chain link METRE/ricu->Nestor",VERIFIED,TRUE
T8-C4-006,A calibration hierarchy for risk models was defined: from utopia to empirical data,Van Calster et al,2016,J Clin Epidemiol,10.1016/j.jclinepi.2015.12.005,,https://doi.org/10.1016/j.jclinepi.2015.12.005,article,TRUE,4,methods-scout,T8-replication-lock,"Calibration hierarchy mean->weak (slope/intercept)->moderate->strong; vocabulary for leakage/calibration strategy and TRIPOD+AI calibration items",VERIFIED,TRUE
T8-C4-007,"Uncertainty of risk estimates from clinical prediction models: rationale challenges and approaches","Riley RD et al (Riley Collins Kirton Snell et al)",2025,BMJ,10.1136/bmj-2024-080749,39947680,https://doi.org/10.1136/bmj-2024-080749,article,TRUE,4,methods-scout,T8-replication-lock,"Intervals around risks calibration bands; CRASH interval 0.477-0.693 spans 0.25-0.45; anchors equivalence bounds and calibration slope <0.8 defeater",VERIFIED,TRUE
